"table_catalog";"table_schema";"table_name";"column_name";"ordinal_position";"column_default";"is_nullable";"data_type";"character_maximum_length";"character_octet_length";"numeric_precision";"numeric_precision_radix";"numeric_scale";"datetime_precision";"interval_type";"interval_precision";"character_set_catalog";"character_set_schema";"character_set_name";"collation_catalog";"collation_schema";"collation_name";"domain_catalog";"domain_schema";"domain_name";"udt_catalog";"udt_schema";"udt_name";"scope_catalog";"scope_schema";"scope_name";"maximum_cardinality";"dtd_identifier";"is_self_referencing";"is_identity";"identity_generation";"identity_start";"identity_increment";"identity_maximum";"identity_minimum";"identity_cycle";"is_generated";"generation_expression";"is_updatable"
"ucip";"public";"organos_disfuncionales";"prism";6;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"organos_disfuncionales";"estancia";7;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"organos_disfuncionales";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"ecmovv";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"ecmova";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"marca_pasos_permanente";4;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"marca_pasos_transitorio";5;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"num_dias_ecmo";6;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"otros_procedimientosucip";"estancia";7;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"documento";6;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"edad";7;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"fecha_nacimiento";8;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"date";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"fenotipo_sexual";9;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"historia_clinica";10;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"meses";11;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"nombre";12;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"numero_igreso";14;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"tipo_documento";15;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"apellidos";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"apellidos_dos";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"caracteristica_fenotipica";4;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"dias";5;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"nombre_dos";13;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente_acudiente";"parentesco";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente_acudiente";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente_acudiente";"paciente";4;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"paciente_acudiente";"acudiente";3;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"sitio_remision";12;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"tiempo_antibiotico";14;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"tiempo_llegada";15;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"tipo_sicomotor";16;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"trast_deglucion";17;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"estancia";18;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"esquema_vacuna";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"esquema_vacuna_completa";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"farmacologico";4;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"fecha_remision";5;"";"YES";"date";;;;;;0;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"date";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"hora_remision";6;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"medicamento1";7;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"medicamento2";8;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"n_hospitalizaciones";9;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"nivel";10;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"profesional";11;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"prehospitalario";"tiemplugatencion";13;"";"YES";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"glicemia";4;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"taquipnea";14;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"estancia";15;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"hipotermia";6;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"hipertermia";5;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"taquicardia";13;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"bradicardia";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"albuminaseps";2;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"leucocitosis";7;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"leucopenia";8;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"linfopenia";9;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"procalcitonina";10;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"proteinac";11;"";"NO";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"respuesta_inflamatoria";"sirs";12;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"sepsis";"estancia";4;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"sepsis";"sucesion_sepsis";3;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"sepsis";"num_sepsis";2;"";"NO";"integer";;;32;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int4";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"sepsis";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_levosimendan";9;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_levosimendan_mcg";10;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_milrinone";11;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_milrinone_mcg";12;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_adrenalina";2;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_adrenalina_mcg";3;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_albumina";4;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_dobutamina";5;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_dobutamina_mcg";6;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"estancia";20;"";"YES";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"vasopresina";19;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"tipo_albumina";18;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"protasglandinae";17;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"inotropico";16;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_noradrenalina_mcg";14;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"hidrocortisona";15;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_dopamina";7;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_dopamina_mcg";8;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_cardiovascular";"dias_noradrenalina";13;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_prono";9;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"9";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"id";1;"";"NO";"bigint";;;64;2;0;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"int8";"";"";"";;"1";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"causa_ext_falli";2;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"2";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"corticoiextub";3;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"3";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_cortinv";4;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"4";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_cortioral";5;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"5";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_libre_venti28";6;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"6";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_libre_venti45";7;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"7";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_oxido_nitrico";8;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"8";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"dias_sindenafilo";10;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"10";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"diasvafo";11;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"11";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"diasvmc";12;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"12";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"diasvni";13;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"13";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"num_extub_falli";14;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"14";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"pcompliance";15;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"15";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"peor_saturacion";16;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"16";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"peor_volumen_corriente";17;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"17";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"pero_momento_venti";18;"";"YES";"character varying";255;1020;;;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"varchar";"";"";"";;"18";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"pfio_dos";19;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"19";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
"ucip";"public";"soporte_ventilatorio";"pfr";20;"";"YES";"double precision";;;53;2;;;"";;"";"";"";"";"";"";"";"";"";"ucip";"pg_catalog";"float8";"";"";"";;"20";"NO";"NO";"";"";"";"";"";"";"NEVER";"";"YES"
